Timestamp,branches,branch-misses
     0.100123707,65503417,2266687
     0.200322976,74601289,2084335
     0.300454597,78464123,1774913
     0.400610048,59292177,1522555
     0.500828269,<not counted>,<not counted>
     0.601028867,23763,2221
     0.701332351,<not counted>,<not counted>
     0.801586745,<not counted>,<not counted>
     0.901851207,<not counted>,<not counted>
     1.002026019,1735033,43293
     1.102193631,<not counted>,<not counted>
     1.202326448,2287269,93504
     1.302565846,32477,2968
     1.402844561,18009,1719
     1.503164953,<not counted>,<not counted>
     1.603407027,<not counted>,<not counted>
     1.703643607,1657702,36090
     1.803804738,39680,4436
     1.904060105,<not counted>,<not counted>
     2.004296575,<not counted>,<not counted>
     2.104530164,<not counted>,<not counted>
     2.204760237,<not counted>,<not counted>
     2.304999589,<not counted>,<not counted>
     2.405180794,<not counted>,<not counted>
     2.505425300,561822,20411
     2.605679193,7306,925
     2.705853120,76083996,573520
     2.805977861,111282012,484132
     2.906111689,120844444,265877
     3.006229678,112755528,319135
     3.106378289,125285835,208362
     3.206513053,114538994,460080
     3.306702789,124753104,194537
     3.406847938,117704189,260315
     3.507003295,113232497,234107
     3.607125068,105173254,290687
     3.707254702,112298812,142121
     3.807394420,110089027,161485
     3.907528863,107285878,610012
     4.007659768,85600976,1577641
     4.107791207,118002491,976003
     4.207907510,116195719,855695
     4.308038880,110054770,1049312
     4.408166757,118255659,954356
     4.508290548,109986904,844642
     4.608415444,113451554,906530
     4.708537492,112093558,1010033
     4.808675398,115067052,958395
     4.908812774,114239664,928025
     5.008945048,114356148,860074
     5.109082186,111608665,975749
     5.209217388,109201550,1065552
     5.309353329,122355054,866262
     5.409487055,111719262,979245
     5.509622406,108310026,827561
     5.609758152,106625362,986069
     5.709897580,114455332,942480
     5.810031536,120903461,886224
     5.910169420,113399606,888363
     6.010302813,106619045,994567
     6.110445851,113900078,925461
     6.210573756,116953574,936806
     6.310690805,114977272,829378
     6.410818381,110651143,987298
     6.510935495,100923885,956859
     6.611062909,121830810,884216
     6.711182345,113299822,950203
     6.811324201,116236798,853112
     6.911459704,110175270,1058013
     7.011590683,114637199,874888
     7.111728480,110720059,846201
     7.211853310,113586322,868202
     7.311989963,109644847,1027147
     7.412126244,116739048,941501
     7.512262365,108354769,888741
     7.612394650,116547065,862304
     7.712527394,112183022,988837
     7.812641303,102483284,969013
     7.912771685,105285323,874533
     8.012910100,116047900,935778
     8.113041234,102011275,827368
     8.213174134,112747976,880348
     8.313316212,108315428,1024803
     8.413450698,116558030,952173
     8.513588932,111023673,949321
     8.613726680,115919709,830280
     8.713882028,107594278,927930
     8.814002795,103514265,961497
     8.914138078,106544652,996187
     9.014269977,113142373,859863
     9.114389014,76037240,1682738
     9.214534518,32181075,1981946
     9.249078370,12787525,355046
